SMILES,logP,logD,logS,pKa_total,pKa_acid,pKa_base,Caco2_r,hPPB,rPPB,CYP1A2i_r,CYP2C9i_r,CYP2C19i_r,CYP3A4i_r,CYP2D6i_r,hCLint,MkCLint,dCLint,rCLint,mCLint,VDss,rCLtot,hCLtot
CC(CC(N)=O)n1nnc2ccccc21,0.75,,,,,,,,,,,,,,,,,,,,,
CC(C#N)c1nc([N+](=O)[O-])c[nH]1,-0.07,,,,,,,,,,,,,,,,,,,,,
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,1.74,,,,,,,,,,,,,,,,,,,,,
CC1=NS(=O)(=O)c2cccnc2N1C,-0.050000001,,,,,,,,,,,,,,,,,,,,,
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,1.63,1.15,-5.2249999,,,,,,,,,,,,,,,,,,,
COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.1300001,,,,,,,,,,,,,,,,,,,,,
CCc1nc(C)c([N+](=O)[O-])[nH]1,0.75999999,,,,,,,,,,,,,,,,,,,,,
COC(=O)Cn1c([N+](=O)[O-])cnc1C,0.17,,,,,,,,,,,,,,,,,,,,,
N#[N+][N-]C1CC(n2cnc3c(=O)[nH]c(N)nc32)OC1CO,-0.33000001,,,,,,,,,,,,,,,,,,,,,
CC(OCN1C=[C-][N+](Cl)(Cc2ccccc2)C1=CNO)C(C)(C)C,0.89999998,,,,,,,,,,,,,,,,,,,,,
CNc1nc(C)nc2c1ncn2C1OC(CO)CC1F,0.63999999,,,,,,,,,,,,,,,,,,,,,
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-0.93000001,,-0.742062088,,,,,,,,,,,,,,,,,,,
CN(SN(C)C(=O)c1ccccc1)C(=O)Oc1cccc2c1OC(C)(C)C2,3.5,,,,,,,,,,,,,,,,,,,,,
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.72,,-4.9408,,,,,,,,,,,,,,,,,,,
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,2.4200001,,-3.35,,,,,,,,,,,,,,,,,,,
[C-2][N+2]([C-2])(C)(Br)[C-2]c1ncccc1C,-2.9000001,,,,,,,,,,,,,,,,,,,,,
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-1.46,,-3.6478,,,,,,,,,,,,,,,,,,,
CC(=O)NCc1ccc([N+](=O)[O-])cc1,0.91000003,,,,,,,,,,,,,,,,,,,,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,3.8599999,,,,,,,,,,,,,,,,,,,,,
CN(C)CCC=C1c2ccccc2COc2ccccc21,4.29,2.25525,-3.4,,,,,,,,,,,,,,,,,1.079181246,,
CN(C)N=Nc1ccc2[nH]ncc2c1,2.3599999,,,,,,,,,,,,,,,,,,,,,
Cc1oc(=O)c(C)c(O)c1C,0.36000001,,,,,,,,,,,,,,,,,,,,,
N#[N+][N-]C1CC(n2ccc(N)nc2=O)OC1CO,-0.69999999,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)n1c(=O)[nH]cc(F)c1=O,0.11,,-0.45,,,,,,,,,,,,,,,,,,,
CNC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0.44,,-2.85,,,,,,,,,,,,,,,,,,,
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,-0.16,,,,,,-6.29,,,,,,,,,,,,,-0.823908741,,
NNC(=O)Nc1cccc([N+](=O)[O-])c1,-0.13,,,,,,,,,,,,,,,,,,,,,
CN(C)CCC=Cc1cccnc1,1.6799999,,,,,,,,,,,,,,,,,,,,,
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,3.3599999,,-3.97,,,,,,,,,,,,,,,,,,,
O=c1c2c(nc3n1CCCC3)CCC2,0.72000003,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(CC)n1Nc1ccc(N2CCOCC2)nn1,2.71,2.71,,,,,,,,,,,,,,,,,,,,
Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,-0.88999999,,-1.18,,,,,,,,,,,,,,,,,,,
CCC(=O)C1(C)CCC2C3=C(CCC21C)C1=C(CC3)CC(=O)CC1,4.04,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)NC(=O)C(C#N)=NOC,0.58999997,,,,,,,,,,,,,,,,,,,,,
CN(SN(C)C(=O)c1ccc(Cl)cc1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,4.9000001,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1occc1C,1.51,,,,,,,,,,,,,,,,,,,,,
CC(CC(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,3.4000001,,,,,,,,,,,,,,,,,,,,,
ClC1CCCCC1Cl,3.21,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.6,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.61,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.82,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.74,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.7,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,5.6,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.75,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.55,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,5.06,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.3,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.68,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.85,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.3,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.24,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.77,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.45,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.96,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.4,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.88,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.75,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.8,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.82,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.16,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.62,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.22,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.89,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.7,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,4.1,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,8.4,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,8.04,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,8.01,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.66,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.84,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.27,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.92,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.14,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,6.62,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,8.13,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,9,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.54,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,5,7.5,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.6,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.61,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.82,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.74,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.7,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,5.6,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.75,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.55,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,5.06,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.3,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.68,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.85,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.3,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.24,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.77,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.45,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.96,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.4,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.88,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.75,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.8,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.82,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.16,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.62,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.22,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.89,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.7,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,4.1,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,8.4,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,8.04,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,8.01,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.66,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.84,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.27,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.92,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.14,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,6.62,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,8.13,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,9,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.54,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,5.05,4.72,7.5,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,7.6,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,6.61,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,6.82,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,6.74,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,7.7,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,5.6,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,7.75,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,6.55,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,5.06,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,7.3,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,6.68,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,6.85,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,6.3,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,7.24,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,7.77,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,7.45,4.79,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3499999,3.603333334,,,,,,1.977723605,,4.58,4.4,5,7.96,4.79,,,,,,,,
